,Phone Name,RAM,ROM,Back Camera,Front_Camera,Battery,Processor,Price
1607,"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)",8,256,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹24,999"
1608,"realme 9 Pro+ 5G (Aurora Green, 256 GB)",8,256,50,16,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor,"₹22,999"
1609,"realme 9 Pro+ 5G (Midnight Black, 256 GB)",8,256,50,16,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor,"₹22,999"
1610,"POCO X2 (Atlantis Blue, 256 GB)",8,256,64,20,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,"₹20,999"
1611,"realme GT Master Edition (Luna White, 128 GB)",6,128,64,32,4300 mAh Battery,Qualcomm Snapdragon 778G Processor,"₹23,490"
1612,"realme GT Master Edition (Voyager Grey, 128 GB)",8,128,64,32,4300 mAh Battery,Qualcomm Snapdragon 778G Processor,"₹23,990"
1613,"realme GT NEO 2 (NEO Black, 128 GB)",8,128,64,16,5000 mAh Battery,Qualcomm Snapdragon 870 Processor,"₹23,990"
1614,"realme GT Master Edition (Cosmos Black, 128 GB)",8,128,64,32,4300 mAh Battery,Qualcomm Snapdragon 778G Processor,"₹24,490"
1615,"realme GT Master Edition (Cosmos Black, 128 GB)",6,128,64,32,4300 mAh Battery,Qualcomm Snapdragon 778G Processor,"₹23,490"
1616,"REDMI Note 12 Pro 5G (Glacier Blue, 256 GB)",8,256,50,16,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,"₹23,499"
1617,"realme GT Master Edition (Voyager Grey, 128 GB)",6,128,64,32,4300 mAh Battery,Qualcomm Snapdragon 778G Processor,"₹23,490"
1618,"REDMI Note 13 5G (Arctic White, 256 GB)",12,256,108,16,5000 mAh Battery,Dimensity 6080 Processor,"₹17,499"
1619,"vivo Y51A (Crystal Symphony, 128 GB)",8,128,48,16,5000 mAh Li-ion Battery,Qualcomm Snapdragon 662 Processor,"₹21,990"
1620,"realme 9 (Meteor Black, 128 GB)",8,128,108,16,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor,"₹22,999"
1621,"realme 9 (Sunburst Gold, 128 GB)",8,128,108,16,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor,"₹22,999"
1622,"realme 9 (Stargaze White, 128 GB)",8,128,108,16,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor,"₹22,999"
1623,"realme 9 (Meteor Black, 128 GB)",6,128,108,16,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor,"₹20,999"
1624,"realme 9 (Stargaze White, 128 GB)",6,128,108,16,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor,"₹20,999"
1625,"REDMI Note 13 Pro 5G (Arctic White, 256 GB)",8,256,200,16,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹21,999"
1626,"POCO X5 5G (Jaguar Black, 256 GB)",8,256,48,13,5000 mAh Battery,Qualcomm Snapdragon 695 Processor,"₹23,999"
1627,"Honor X9b (Sunrise Orange, 256 GB)",8,256,108,16,5800 mAh Battery,Qualcomm Snapdragon 6 Gen 1 Processor,"₹22,999"
1628,"Infinix Zero 30 5G (Rome Green, 256 GB)",8,256,108,50,5000 mAh Lithium-ion Polymer Battery,Dimensity 8020 Processor,"₹23,999"
1629,"POCO X4 Pro 5G (Yellow, 128 GB)",8,128,64,16,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor,"₹21,999"
1630,"REDMI Note 10 Pro Max (Dark Night, 128 GB)",6,128,108,16,5020 mAh Battery,Qualcomm Snapdragon 732G Processor,"₹22,999"
1631,"OPPO F27 5G (Emerald Green, 256 GB)",8,256,50,32,5000 mAh Battery,Dimensity 6300 Processor,"₹22,999"
1632,"realme GT Master Edition (Daybreak Blue, 128 GB)",6,128,64,32,4300 mAh Battery,Qualcomm Snapdragon 778G Processor,"₹21,999"
1633,"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)",8,128,50,13,6000 mAh Battery,Exynos 1280 Processor,"₹21,999"
1634,"Xiaomi 11i 5G (Purple Mist, 128 GB)",6,128,108,16,5160 mAh Li-Polymer Battery,Mediatek Dimensity 920 Processor,"₹24,999"
1635,"vivo Y33T (Mid day dream, 128 GB)",8,128,50,16,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,"₹22,990"
1636,"POCO X5 5G (Jaguar Black, 128 GB)",6,128,48,13,5000 mAh Battery,Qualcomm Snapdragon 695 Processor,"₹20,999"
1637,"SAMSUNG Galaxy A50 (Black, 64 GB)",6,64,25,25,4000 mAh Lithium-ion Battery,Exynos 9610 Processor,"₹24,000"
1638,"POCO X2 (Phoenix Red, 256 GB)",8,256,64,20,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,"₹20,999"
1639,"OPPO F21SPRO (Orange, 128 GB)",8,128,64,32,4500 mAh Battery,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹20,890"
1640,"Honor X9b (Midnight Black, 256 GB)",8,256,108,16,5800 mAh Battery,Qualcomm Snapdragon 6 Gen 1 Processor,"₹22,840"
1641,"REDMI Note 13 Pro 5G (Scarlet Red, 256 GB)",8,256,200,16,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,"₹21,999"
1642,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)",4,128,50,8,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor,"₹22,999"
1643,"Xiaomi 11Lite NE (Diamond Dazzle, 128 GB)",6,128,64,20,4250 mAh Battery,Qualcomm Snapdragon 778G Processor,"₹23,999"
1644,"realme 10 Pro+ 5G (Hyperspace, 128 GB)",6,128,108,16,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor,"₹24,999"
1645,"Redmi K20 (Flame Red, 64 GB)",6,64,48,20,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,"₹22,999"
1646,"Mi 10i (Atlantic Blue, 128 GB)",6,128,108,16,4820 mAh Battery,Qualcomm SM7225 Snapdragon 750G 5G (8 nm) Processor,"₹21,490"
1647,"SAMSUNG M32 5G (Sky blue, 128 GB)",6,128,48,13,5000 mAh Battery,Dimensity 720 5G Processor,"₹20,699"
1648,"SAMSUNG Galaxy A23 5G (Orange, 128 GB)",6,128,50,8,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor,"₹21,999"
1649,"vivo V20 Pro (Midnight Jazz, 128 GB)",8,128,64,44,4000 mAh Lithium-ion Battery,Qualcomm Snapdragon 765G Processor,"₹24,999"
1650,"Infinix Zero 30 5G (Fantasy Purple, 256 GB)",8,256,108,50,5000 mAh Lithium-ion Polymer Battery,Dimensity 8020 Processor,"₹23,999"
1651,"REDMI Note 12 5G (Matte Black, 128 GB)",6,128,48,13,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor,"₹14,798"
1652,"Infinix Zero Ultra (Genesis Noir, 256 GB)",8,256,200,32,4500 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 920 Processor,"₹36,999"
1653,"LAVA AGNI 2 5G (Glass Viridian, 256 GB)",8,256,50,16,4700 mAh Battery,India's First 2.6GHz MediaTek Dimensity 7050 Superfast Processor Processor,"₹21,900"
1654,"POCO X5 5G (Wildcat Blue, 256 GB)",8,256,48,13,5000 mAh Battery,Qualcomm Snapdragon 695 Processor,"₹23,999"
1655,"POCO X5 5G (Supernova Green, 256 GB)",8,256,48,13,5000 mAh Battery,Qualcomm Snapdragon 695 Processor,"₹23,999"
1656,"Motorola Edge 40 Neo (Black Beauty, 128 GB)",8,128,50,32,5000 mAh Battery,Dimensity 7030 Processor,"₹22,999"
1657,"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)",8,256,50,16,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,"₹23,499"
1658,"realme 11 Pro 5G (Oasis Green, 256 GB)",8,256,100,16,5000 mAh Battery,Dimensity 7050 Processor,"₹24,999"
1659,"vivo Y100A (Pacific Blue, 256 GB)",8,256,64,16,4500 mAh Battery,Snapdragon 695 Processor,"₹23,999"
1660,"vivo Y100A (Twilight Gold, 256 GB)",8,256,64,16,4500 mAh Battery,Snapdragon 695 Processor,"₹23,999"
1661,"realme 11 Pro 5G (Sunrise Beige, 128 GB)",8,128,100,16,5000 mAh Battery,Dimensity 7050 Processor,"₹23,999"
1662,"realme 11 Pro 5G (Astral Black, 128 GB)",8,128,100,16,5000 mAh Battery,Dimensity 7050 Processor,"₹23,999"
1663,"vivo Y100A (Pacific Blue, 128 GB)",8,128,64,16,4500 mAh Battery,Snapdragon 695 Processor,"₹21,999"
1664,"POCO F5 5G (Electric Blue, 256 GB)",8,256,64,16,5000 mAh Battery,Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor,"₹22,999"
1665,"Motorola Edge 40 Neo (Peach Fuzz, 256 GB)",12,256,50,32,5000 mAh Battery,Dimensity 7030 Processor,"₹24,999"
1666,"vivo Y100A (Twilight Gold, 128 GB)",8,128,64,16,4500 mAh Battery,Snapdragon 695 Processor,"₹19,989"
1667,"Motorola Edge 40 Neo (Soothing Sea, 128 GB)",8,128,50,32,5000 mAh Battery,Dimensity 7030 Processor,"₹22,999"
1668,"Motorola Edge 40 Neo (Caneel Bay, 128 GB)",8,128,50,32,5000 mAh Battery,Dimensity 7030 Processor,"₹22,999"
1669,"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)",8,128,50,16,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,"₹22,499"
1670,"realme X (Space Blue, 128 GB)",8,128,48,16,3765 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"₹20,999"
1671,"realme X (Polar White, 128 GB)",8,128,48,16,3765 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"₹20,999"
1672,"REDMI K50i 5G (Quick Silver, 128 GB)",6,128,64,16,5080 mAh Battery,Dimensity 8100 Processor,"₹24,999"
1673,"REDMI Note 10 Pro Max (Dark Nebula, 128 GB)",6,128,108,16,5020 mAh Battery,Qualcomm Snapdragon 732G Processor,"₹22,999"
1674,"Mi 10T Pro (Cosmic Black, 128 GB)",8,128,108,20,5000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 865 Processor,"₹39,999"
1675,"SAMSUNG Galaxy F62 (Laser Green, 128 GB)",6,128,64,32,7000 mAh Lithium-ion Battery,Exynos 9825 Processor,"₹23,999"
1676,"vivo Y100A (Metal Black, 128 GB)",8,128,64,16,4500 mAh Battery,Snapdragon 695 Processor,"₹21,999"
1677,"vivo Y31 (Racing Black, 128 GB)",6,128,48,16,5000 mAh Li-ion Battery,Qualcomm Snapdragon 662 Processor,"₹20,490"
1678,"vivo Y31 (Ocean Blue, 128 GB)",6,128,48,16,5000 mAh Li-ion Battery,Qualcomm Snapdragon 662 Processor,"₹20,490"
1679,"POCO X4 Pro 5G (Laser Black, 128 GB)",8,128,64,16,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor,"₹21,999"
1680,"Motorola Edge 40 Neo (Caneel Bay, 256 GB)",12,256,50,32,5000 mAh Battery,Dimensity 7030 Processor,"₹24,999"
1681,"Xiaomi 11i Hypercharge 5G (Stealth Black, 128 GB)",6,128,108,16,4500 mAh Li-Polymer Battery,Mediatek Dimensity 920 Processor,"₹21,990"
1682,"SAMSUNG Galaxy A50s (Prism Crush White, 128 GB)",4,128,48,32,4000 mAh Li-ion Battery,Exynos 9611 Processor,"₹24,900"
1683,"Xiaomi 11i 5G (Stealth Black, 128 GB)",6,128,108,16,5160 mAh Li-Polymer Battery,Mediatek Dimensity 920 Processor,"₹24,999"
1684,"Xiaomi 11Lite NE (Vinyl Black, 128 GB)",8,128,64,20,4250 mAh Battery,Qualcomm Snapdragon 778G Processor,"₹22,999"
1685,"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)",6,128,108,16,4500 mAh Li-Polymer Battery,Mediatek Dimensity 920 Processor,"₹21,490"
1686,"SAMSUNG Galaxy A50 (Black, 64 GB)",4,64,25,25,4000 mAh Lithium-ion Battery,Exynos 9610 Processor,"₹21,000"
1687,"vivo Z1Pro (Sonic Blue, 128 GB)",6,128,16,32,5000 mAh Battery,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,"₹20,990"
1688,"Infinix GT10 Pro (Mirage Silver, 256 GB)",8,256,108,32,5000 mAh Lithium-ion Polymer Battery,Dimesity 8050 Processor,"₹20,999"
1689,"Infinix GT10 Pro (Cyber Black, 256 GB)",8,256,108,32,5000 mAh Lithium-ion Polymer Battery,Dimesity 8050 Processor,"₹20,999"
1690,"realme X7 5G (Nebula, 128 GB)",8,128,64,16,4310 mAh Battery,MediaTek Dimensity 800U Processor,"₹23,999"
1691,"realme X7 5G (Space Silver, 128 GB)",6,128,64,16,4310 mAh Battery,MediaTek Dimensity 800U Processor,"₹21,999"
1692,"OPPO F21s Pro (Dawnlight Gold, 128 GB)",8,128,64,32,4500 mAh Battery,Snapdragon 680 Processor,"₹21,999"
1693,"SAMSUNG Galaxy A50 (White, 64 GB)",6,64,25,25,4000 mAh Lithium-ion Battery,Exynos 9610 Processor,"₹24,000"
1694,"LAVA BLAZE Curve 5G (GLASS IRON, 128 GB)",8,128,64,32,5000 mAh Battery,2.6 Ghz MediaTek Dimensity 7050 Octa Core processor Processor,"₹20,990"
1695,"realme 13 Pro+ 5G (Emerald Green, 512 GB)",12,512,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹34,999"
1696,"realme 13 Pro+ 5G (Emerald Green, 256 GB)",12,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹32,999"
1697,"realme 13 Pro+ 5G (Monet Gold, 256 GB)",12,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹30,999"
1698,"realme 13 Pro+ 5G (Monet Gold, 512 GB)",12,512,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹32,999"
1699,"vivo T3 Ultra (Frost Green, 256 GB)",8,256,50,50,5500 mAh Battery,Dimensity 9200+ Processor,"₹31,999"
1700,"vivo T3 Ultra (Lunar Gray, 256 GB)",8,256,50,50,5500 mAh Battery,Dimensity 9200+ Processor,"₹31,999"
1701,"vivo T3 Ultra (Lunar Gray, 256 GB)",12,256,50,50,5500 mAh Battery,Dimensity 9200+ Processor,"₹33,999"
1702,"vivo T3 Ultra (Frost Green, 256 GB)",12,256,50,50,5500 mAh Battery,Dimensity 9200+ Processor,"₹33,999"
1703,"realme 13 Pro+ 5G (Monet Purple, 256 GB)",12,256,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹30,999"
1704,"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 256 GB)",8,256,50,32,5000 mAh Battery,Samsung Exynos 1480 Processor,"₹34,499"
1705,"REDMI Note 14 Pro+ 5G (Titan Black, 128 GB)",8,128,50,20,6200 mAh Battery,7s Gen 3 Processor,"₹30,999"
1706,"realme 13 Pro 5G (Monet Purple, 512 GB)",12,512,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹31,999"
1707,"realme 13 Pro 5G (Monet Gold, 512 GB)",12,512,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹31,999"
1708,"vivo V40 5G (Titanium Grey, 128 GB)",8,128,50,50,5500 mAh Battery,Snapdragon 7 Gen 3 Processor,"₹34,999"
1709,"vivo V30 Pro 5G (Classic Black, 256 GB)",8,256,50,50,5000 mAh Battery,Dimensity 8200 5G Processor,"₹38,999"
1710,"realme 13 Pro+ 5G (Monet Purple, 512 GB)",12,512,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹32,999"
1711,"REDMI Note 14 Pro+ 5G (Phantom Purple, 128 GB)",8,128,50,20,6200 mAh Battery,7s Gen 3 Processor,"₹30,999"
1712,"vivo V30 5G (Classic Black, 256 GB)",8,256,50,50,5000 mAh Battery,7 Gen 3 Processor,"₹32,990"
1713,"vivo V40 5G (Ganges Blue, 128 GB)",8,128,50,50,5500 mAh Battery,Snapdragon 7 Gen 3 Processor,"₹34,999"
1714,"vivo V40 5G (Lotus Purple, 128 GB)",8,128,50,50,5500 mAh Battery,Snapdragon 7 Gen 3 Processor,"₹34,999"
1715,"realme GT 6 (Razor Green, 256 GB)",8,256,50,32,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,"₹34,999"
1716,"vivo V30 5G (Andaman Blue, 256 GB)",8,256,50,50,5000 mAh Battery,7 Gen 3 Processor,"₹32,999"
1717,"POCO F6 5G (Titanium, 512 GB)",12,512,50,20,5000 mAh Battery,8s Gen3 Processor,"₹33,999"
1718,"realme 12 Pro+ 5G (Navigator Beige, 256 GB)",8,256,50,32,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,"₹31,999"
1719,"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 128 GB)",8,128,50,32,5000 mAh Battery,Samsung Exynos 1480 Processor,"₹31,999"
1720,"REDMI Note 14 Pro+ 5G (Spectre Blue, 256 GB)",8,256,50,20,6200 mAh Battery,7s Gen 3 Processor,"₹32,999"
1721,"realme GT 6 (Fluid Silver, 256 GB)",8,256,50,32,5500 mAh Battery,8s Gen 3 Mobile Platform Processor,"₹34,999"
1722,"vivo V30 5G (Peacock Green, 256 GB)",8,256,50,50,5000 mAh Battery,7 Gen 3 Processor,"₹33,899"
1723,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Olive, 256 GB)",8,256,12,32,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor,"₹32,999"
1724,"OPPO Reno 12 5G (Astro Silver, 256 GB)",8,256,50,32,5000 mAh Battery,Dimensity 7300 Energy Processor,"₹32,999"
1725,"OPPO Reno 12 5G (Sunset Peach, 256 GB)",8,256,50,32,5000 mAh Battery,Dimensity 7300 Energy Processor,"₹32,999"
1726,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Graphite, 256 GB)",8,256,12,32,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor,"₹30,999"
1727,"OPPO Reno 12 5G (Matte Brown, 256 GB)",8,256,50,32,5000 mAh Battery,Dimensity 7300 Energy Processor,"₹32,999"
1728,"Mi 10T (Cosmic Black, 128 GB)",6,128,64,20,5000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 865 Processor,"₹18,999"
1729,"vivo V29 Pro 5G (Black, 256 GB)",8,256,50,50,4600 mAh Battery,Dimensity 8200 Processor,"₹39,999"
1730,"SAMSUNG Galaxy S23 FE (Purple, 128 GB)",8,128,50,10,4500 mAh Battery,Samsung Exynos 2200 Processor,"₹34,999"
1731,"OPPO Reno10 5G (Silvery Grey, 256 GB)",8,256,64,32,5000 mAh Battery,Mediatek Dimensity 7050 Processor,"₹34,999"
1732,"vivo X80 (Cosmic Black, 128 GB)",8,128,50,32,4500 mAh Lithium Battery,Mediatek Dimensity 9000 Processor,"₹34,878"
1733,"POCO F6 5G (Black, 512 GB)",12,512,50,20,5000 mAh Battery,8s Gen3 Processor,"₹33,999"
1734,"vivo V29 5G (Blue, 128 GB)",8,128,50,50,4600 mAh Battery,778G Processor,"₹32,999"
1735,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Graphite, 256 GB)",8,256,12,32,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor,"₹30,999"
1736,"OPPO Reno 12 5G (Matte Brown, 256 GB)",8,256,50,32,5000 mAh Battery,Dimensity 7300 Energy Processor,"₹32,999"
1737,"Mi 10T (Cosmic Black, 128 GB)",6,128,64,20,5000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 865 Processor,"₹18,999"
1738,"vivo V29 Pro 5G (Black, 256 GB)",8,256,50,50,4600 mAh Battery,Dimensity 8200 Processor,"₹39,999"
1739,"SAMSUNG Galaxy S23 FE (Purple, 128 GB)",8,128,50,10,4500 mAh Battery,Samsung Exynos 2200 Processor,"₹34,999"
1740,"OPPO Reno10 5G (Silvery Grey, 256 GB)",8,256,64,32,5000 mAh Battery,Mediatek Dimensity 7050 Processor,"₹34,999"
1741,"vivo X80 (Cosmic Black, 128 GB)",8,128,50,32,4500 mAh Lithium Battery,Mediatek Dimensity 9000 Processor,"₹34,890"
1742,"POCO F6 5G (Black, 512 GB)",12,512,50,20,5000 mAh Battery,8s Gen3 Processor,"₹33,999"
1743,"vivo V29 5G (Blue, 128 GB)",8,128,50,50,4600 mAh Battery,778G Processor,"₹32,999"
1744,"SAMSUNG Galaxy F54 5G (Meteor Blue, 256 GB)",8,256,108,32,6000 mAh Battery,Octa Core Processor,"₹30,999"
1745,"vivo V27 5G (Noble Black, 128 GB)",8,128,50,50,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor,"₹32,999"
1746,"vivo V29 5G (Red, 128 GB)",8,128,50,50,4600 mAh Battery,778G Processor,"₹32,999"
1747,"OPPO Reno10 Pro 5G (Silvery Grey, 256 GB)",12,256,50,32,4600 mAh Battery,Snapdragon 778G 5G Processor,"₹37,999"
1748,"vivo X70 Pro (Aurora Dawn, 128 GB)",8,128,50,32,4450 mAh Battery,MediaTek Dimensity 1200 Processor,"₹33,999"
1749,"vivo V29 5G (Red, 256 GB)",12,256,50,50,4600 mAh Battery,778G Processor,"₹34,990"
1750,"REDMI Note 13 Pro+ 5G (World Champions Edition, 512 GB)",12,512,200,16,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor,"₹33,499"
1751,"realme 13 Pro 5G (Emerald Green, 512 GB)",12,512,50,32,5200 mAh Battery,Snapdragon 7s Gen2 Processor,"₹31,999"
1752,"REDMI Note 14 Pro+ 5G (Titan Black, 256 GB)",8,256,50,20,6200 mAh Battery,7s Gen 3 Processor,"₹32,999"
1753,"realme GT Neo 3T (Drifting White, 256 GB)",8,256,64,16,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor,"₹33,999"
1754,"realme GT Neo 3T (Dash Yellow, 128 GB)",8,128,64,16,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor,"₹31,999"
1755,"vivo V19 (Piano Black, 128 GB)",8,128,48,32,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 712 AIE Processor,"₹30,990"
1756,"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)",12,256,200,16,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,"₹30,499"
1757,"Honor 200 5G (Moonlight White, 256 GB)",8,256,50,50,5200 mAh Battery,Snapdragon 7 Gen 3 Processor,"₹30,499"
1758,"vivo V27 Pro 5G (Magic Blue, 256 GB)",8,256,50,50,4600 mAh Battery,Mediatek Dimensity 8200 Processor,Price: Not Available
1759,"SAMSUNG Galaxy S20 FE 5G (Cloud Navy, 128 GB)",8,128,12,32,4500 mAh Battery,1 Year Warranty,"₹30,999"
1760,"OnePlus 10R (Forest Green, 256 GB)",12,256,50,16,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,"₹34,780"
1761,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Graphite, 128 GB)",8,128,12,32,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor,"₹45,999"
1762,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Lavender, 256 GB)",8,256,12,32,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor,"₹32,999"
1763,"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)",8,128,12,32,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹39,999"
1764,"POCO F4 5G (Nebula Green, 256 GB)",12,256,64,20,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 870 Processor,"₹33,999"
1765,"SAMSUNG Galaxy S21 FE 5G (Olive Green, 128 GB)",8,128,12,32,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹39,999"
1766,"OPPO F21s Pro 5G (Starlight Black, 128 GB)",8,128,64,16,4500 mAh Battery,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor,"₹17,999"
1767,"realme X3 SuperZoom (Arctic White, 256 GB)",12,256,64,32,4200 mAh Battery,Qualcomm Snapdragon 855+ Processor,"₹34,999"
1768,"realme X2 Pro (Neptune Blue, 128 GB)",8,128,64,16,4000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,"₹31,999"
1769,"realme X3 SuperZoom (Glacier Blue, 256 GB)",8,256,64,32,4200 mAh Battery,Qualcomm Snapdragon 855+ Processor,"₹31,999"
1770,"OPPO F21s Pro 5G (Dawnlight Gold, 128 GB)",8,128,64,32,4500 mAh Battery,12 months,"₹31,999"
1771,"realme X3 SuperZoom (Arctic White, 256 GB)",8,256,64,32,4200 mAh Battery,Qualcomm Snapdragon 855+ Processor,"₹31,999"
1772,"realme X7 Max (Mercury Silver, 256 GB)",12,256,64,16,4500 mAh Battery,MediaTek Dimensity 1200 Processor,"₹32,999"
1773,"Motorola Edge 30 Pro (Cosmos Blue, 128 GB)",8,128,50,60,4800 mAh Lithium Polymer Battery,Qualcomm Snapdragon 8 Gen 1 Processor,"₹34,999"
1774,"Motorola g45 5G (Brilliant Blue, 128 GB)",8,128,50,16,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,"₹11,999"
1775,"Motorola g45 5G (Brilliant Green, 128 GB)",8,128,50,16,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,"₹11,999"
1776,"Motorola G85 5G (Cobalt Blue, 128 GB)",8,128,50,32,5000 mAh Battery,6s Gen 3 Processor,"₹16,999"
1777,"Motorola G85 5G (Olive Green, 128 GB)",8,128,50,32,5000 mAh Battery,6s Gen 3 Processor,"₹16,999"
1778,"Motorola G85 5G (Viva Magenta, 128 GB)",8,128,50,32,5000 mAh Battery,6s Gen 3 Processor,"₹16,999"
1779,"Motorola g45 5G (Viva Magenta, 128 GB)",4,128,50,16,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,"₹9,999"
1780,"Motorola G85 5G (Olive Green, 256 GB)",12,256,50,32,5000 mAh Battery,6s Gen 3 Processor,"₹18,999"
1781,"Motorola g45 5G (Brilliant Green, 128 GB)",4,128,50,16,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,"₹9,999"
1782,"MOTOROLA g35 5G (Leaf Green, 128 GB)",4,128,50,16,5000 mAh Battery,T760 Processor,"₹9,999"
1783,"vivo T3 Lite 5G (Vibrant Green, 128 GB)",4,128,50,8,5000 mAh Battery,Dimensity 6300 Processor,"₹10,499"
1784,"Motorola G85 5G (Cobalt Blue, 256 GB)",12,256,50,32,5000 mAh Battery,6s Gen 3 Processor,"₹18,999"
1785,"vivo T3 Lite 5G (Majestic Black, 128 GB)",6,128,50,8,5000 mAh Battery,Dimensity 6300 Processor,"₹11,499"
1786,"vivo T3 Lite 5G (Majestic Black, 128 GB)",4,128,50,8,5000 mAh Battery,Dimensity 6300 Processor,"₹10,499"
1787,"SAMSUNG Galaxy F05 (Twilight Blue, 64 GB)",4,64,50,8,5000 mAh Battery,Helio G85 Processor,"₹6,249"
1788,"MOTOROLA g35 5G (Guava Red, 128 GB)",4,128,50,16,5000 mAh Battery,T760 Processor,"₹9,999"
1789,"POCO C61 - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)",4,64,8,5,5000 mAh Battery,Helio G36 Processor,"₹5,499"
1790,"vivo T3 Lite 5G (Vibrant Green, 128 GB)",6,128,50,8,5000 mAh Battery,Dimensity 6300 Processor,"₹11,499"
