,Phone Name,RAM,ROM,Back Camera,Front_Camera,Battery,Processor,Price
515,"OPPO A17k (Navy Blue, 64 GB)",3,64,8,5,5000 mAh,Mediatek Helio P35 Processor,"₹9,499"
516,"OPPO A17k (Gold, 64 GB)",3,64,8,5,5000 mAh,Mediatek Helio P35 Processor,"₹9,499"
517,"OPPO F21S PRO (Dawnlight Gold, 128 GB)",8,128,64,32,4500 mAh,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor,"₹21,699"
518,"OPPO Reno8 5G (Shimmer Gold, 128 GB)",8,128,50,32,4500 mAh,Mediatek Dimensity 1300 Processor,"₹29,999"
519,"OPPO A17K (Gold, 64 GB)",3,64,8,5,5000 mAh,MTK Helio G35 Processor,"₹9,349"
520,"OPPO A15 (Mystery Blue, 32 GB)",3,32,13,5,4230 mAh,MediaTek Helio P35 (MT6765) Processor,"₹11,990"
521,"OPPO A15 (Dynamic Black, 32 GB)",3,32,13,5,4230 mAh,MediaTek Helio P35 (MT6765) Processor,"₹9,490"
522,"OPPO Reno8 5G (Shimmer Black, 128 GB)",8,128,50,32,4500 mAh,Mediatek Dimensity 1300 Processor,"₹29,999"
523,"OPPO A57 (Glowing Green, 64 GB)",4,64,13,8,5000 mAh,Mediatek Helio G35 Processor,"₹13,999"
524,"OPPO F21s Pro 5G (Starlight Black, 128 GB)",8,128,64,16,4500 mAh,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor,"₹24,497"
525,"OPPO F21s Pro 5G (Dawnlight Gold, 128 GB)",8,128,64,16,4500 mAh,12 months,"₹25,388"
526,"OPPO A57 (Glowing Black, 64 GB)",4,64,13,8,5000 mAh,Mediatek Helio G35 Processor,"₹13,999"
527,"OPPO K10 (Blue Flame, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹14,990"
528,"OPPO A77 (Sky Blue, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G35 Processor,"₹15,499"
529,"OPPO A16E (Midnight Black, 32 GB)",3,32,13,5,4230 mAh,Mediatek Helio P22 Processor,"₹9,490"
530,"OPPO K10 (Black Carbon, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹14,990"
531,"OPPO A57 (Glowing Gold, 64 GB)",4,64,13,8,5000 mAh,Mediatek Helio G35 Processor,"₹13,999"
532,"OPPO F21s Pro (Starlight Black, 128 GB)",8,128,64,32,4500 mAh,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor,"₹20,900"
533,"OPPO A77 (Sunset Orange, 128 GB)",4,128,50,8,5000 mAh,Mediatek Helio G35 Processor,"₹15,999"
534,"OPPO A16k (Midnight Black, 32 GB)",3,32,13,5,4230 mAh,Mediatek Helio G35 (MT6765) Processor,"₹9,990"
535,"OPPO A77 (Sky Blue, 128 GB)",4,128,50,8,5000 mAh,Mediatek Helio G35 Processor,"₹15,999"
536,"OPPO A76 (Glowing Blue, 128 GB)",6,128,13,8,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹16,490"
537,"OPPO A16E (White, 32 GB)",3,32,13,5,4230 mAh,Mediatek Helio P22 Processor,"₹9,900"
538,"OPPO A54 (Crystal Black, 64 GB)",4,64,13,16,5000 mAh,MediaTek Helio P35 Processor,"₹13,990"
539,"OPPO A54 (Moonlight Gold, 64 GB)",4,64,13,16,5000 mAh,MediaTek Helio P35 Processor,"₹14,499"
540,"OPPO A785G (Blue, 128 GB)",8,128,50,8,5000 mAh,MediaTek Dimensity 700 Processor,"₹19,450"
541,"OPPO A31 (Fantasy White, 64 GB)",4,64,12,8,4230 mAh,MediaTek Helio P35 Octa Core Processor,"₹12,988"
542,"OPPO A16 (Crystal Black, 64 GB)",4,64,13,8,5000 mAh,MediaTek Helio G35 Processor,"₹13,990"
543,"OPPO Find N2 Flip (Moonlit Purple, 256 GB)",8,256,50,32,4300 mAh,Mediatek Dimensity 9000+ Processor,"₹89,999"
544,"OPPO F17 Pro (Matte Black, 128 GB)",8,128,48,16,4015 mAh,MediaTek Helio P95 Processor,"₹19,990"
545,"OPPO F19s (Glowing Gold, 128 GB)",6,128,48,16,5000 mAh,Qualcomm Snapdragon 662 Processor,"₹19,990"
546,"OPPO A16 (Pearl Blue, 64 GB)",4,64,13,8,5000 mAh,MediaTek Helio G35 Processor,"₹13,999"
547,"OPPO A55 (Starry Black, 128 GB)",4,128,50,16,5000 mAh,MediaTek Helio G35 Processor,"₹13,999"
548,"OPPO A53 (Mint Cream, 64 GB)",4,64,13,16,5000 mAh,Qualcomm Snapdragon 460 Processor,"₹11,990"
549,"OPPO A3s (Red, 16 GB)",2,16,13,8,4230 mAh,Qualcomm Snapdragon 450 Processor,"₹11,990"
550,"OPPO F19 (Prism Black, 128 GB)",6,128,48,16,5000 mAh,Qualcomm Snapdragon 662 Processor,"₹15,490"
551,"OPPO Reno3 Pro (Midnight Black, 128 GB)",8,128,64,44,4025 mAh,MediaTek Helio P95 Processor,"₹32,990"
552,"OPPO Reno3 Pro (Midnight Black, 256 GB)",8,256,64,44,4025 mAh,MediaTek Helio P95 Processor,"₹35,990"
553,"OPPO Find N2 Flip (Astral Black, 256 GB)",8,256,50,32,4300 mAh,Mediatek Dimensity 9000+ Processor,"₹89,999"
554,"OPPO A15 (Mystery Blue, 32 GB)",2,32,13,5,4230 mAh,MediaTek Helio P35 (MT6765) Processor,"₹10,990"
555,"OPPO A3s (Purple, 16 GB)",2,16,13,8,4230 mAh,Qualcomm Snapdragon 450 Processor,"₹11,990"
556,"OPPO K10 (Black Carbon, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹16,990"
557,"OPPO A16k (Black, 32 GB)",3,32,13,5,4230 mAh,Mediatek Helio G35 (MT6765) Processor,"₹9,490"
558,"OPPO A33 (Moonlight Black, 32 GB)",3,32,13,8,5000 mAh,Qualcomm Snapdragon 460 Processor,"₹10,490"
559,"OPPO A16E (Blue, 32 GB)",3,32,13,5,4230 mAh,Mediatek Helio P22 Processor,"₹9,990"
560,"OPPO A15 (Dynamic Black, 32 GB)",2,32,13,5,4230 mAh,MediaTek Helio P35 (MT6765) Processor,"₹9,990"
561,"OPPO A74 5G (Fantastic Purple, 128 GB)",6,128,48,8,5000 mAh,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,"₹19,000"
562,"OPPO K10 5G (Ocean Blue, 128 GB)",8,128,48,8,5000 mAh,Mediatek Dimensity 810 Processor,"₹25,999"
563,"OPPO A33 (Mint Cream, 32 GB)",3,32,13,8,5000 mAh,Qualcomm Snapdragon 460 Processor,"₹9,090"
564,"OPPO F7 (Black, 128 GB)",6,128,16,25,3400 mAh,MTK P60 Octa Core 2.0 GHz Processor,"₹27,990"
565,"OPPO F7 (Red, 128 GB)",6,128,16,25,3400 mAh,MTK P60 Octa Core 2.0 GHz Processor,"₹27,990"
566,"OPPO A74 5G BLACK (Fluid Black, 128 GB)",6,128,48,8,5000 mAh,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,"₹17,899"
567,"OPPO F17 Pro (Metallic White, 128 GB)",8,128,48,16,4015 mAh,MediaTek Helio P95 Processor,"₹18,999"
568,"OPPO F17 Pro (Magic Blue, 128 GB)",8,128,48,16,4015 mAh,MediaTek Helio P95 Processor,"₹19,990"
569,"OPPO A12 (Blue, 32 GB)",3,32,13,5,4230 mAh,MediaTek Helio P35 Processor,"₹9,990"
570,"OPPO F7 (Black, 128 GB)",6,128,16,25,3400 mAh,MTK P60 Octa Core 2.0 GHz Processor,"₹27,990"
571,"OPPO A31 (Mystery Black, 128 GB)",6,128,12,8,4230 mAh,MediaTek Helio P35 Octa Core Processor,"₹12,149"
572,"OPPO A31 (Lake Green, 64 GB)",4,64,12,8,4230 mAh,MediaTek Helio P35 Octa Core Processor,"₹12,990"
573,"OPPO A74 5G BLACK (Fluid Black, 128 GB)",6,128,48,8,5000 mAh,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,"₹17,899"
574,"OPPO F17 Pro (Magic Blue, 128 GB)",8,128,48,16,4015 mAh,MediaTek Helio P95 Processor,"₹19,990"
575,"OPPO A1K (Black, 32 GB)",2,32,8,5,4000 mAh,MediaTek Helio P22 Processor,"₹8,090"
576,"OPPO A74 5G (Fantastic Purple, 128 GB)",6,128,48,8,5000 mAh,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,"₹20,980"
577,"OPPO Reno6 5G (Aurora, 128 GB)",8,128,64,32,4300 mAh,MediaTek Dimensity 900 Processor,"₹29,990"
578,"OPPO A55 (Mint Green, 128 GB)",4,128,50,16,5000 mAh,MediaTek Helio G35 Processor,"₹13,999"
579,"OPPO F7 (Red, 128 GB)",6,128,16,25,3400 mAh,MTK P60 Octa Core 2.0 GHz Processor,"₹27,990"
580,"OPPO A96 (Sunset Blue, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹17,999"
581,"OPPO A55 (Rainbow Blue, 128 GB)",4,128,50,16,5000 mAh,MediaTek Helio G35 Processor,"₹13,999"
582,"OPPO A12 (Blue, 64 GB)",4,64,13,5,4230 mAh,MediaTek Helio P35 Processor,"₹10,990"
583,"OPPO A55 (Rainbow Blue, 64 GB)",4,64,50,16,5000 mAh,MediaTek Helio G35 Processor,"₹13,499"
584,"OPPO A12 (Blue, 32 GB)",3,32,13,5,4230 mAh,MediaTek Helio P35 Processor,"₹9,990"
585,"OPPO F17 Pro (Metallic White, 128 GB)",8,128,48,16,4015 mAh,MediaTek Helio P95 Processor,"₹18,999"
586,"OPPO Reno5 Pro 5G (Astral Blue, 128 GB)",8,128,64,32,4350 mAh,MediaTek Dimensity 1000+ (MT6889) Processor,"₹35,990"
587,"OPPO A12 (Flowing Silver, 32 GB)",3,32,13,5,4230 mAh,MediaTek Helio P35 Processor,"₹9,990"
588,"OPPO A31 (Mystery Black, 64 GB)",4,64,12,8,4230 mAh,MediaTek Helio P35 Octa Core Processor,"₹10,920"
589,"OPPO A53 (Fairy White, 128 GB)",6,128,13,16,5000 mAh,Qualcomm Snapdragon 460 Processor,"₹13,990"
590,"OPPO F19 Pro+ 5G (Fluid Black, 128 GB)",8,128,48,16,4310 mAh,MediaTek Dimensity 800U Processor,"₹19,990"
591,"OPPO A12 (Flowing Silver, 64 GB)",4,64,13,5,4230 mAh,MediaTek Helio P35 Processor,"₹10,990"
592,"OPPO F3 Deepika Padukone Limited Edition (Rose Gold, 64 GB)",4,64,13,16,3200 mAh,Mediatek MT6750T Octa Core 1.5 GHz Processor,"₹20,990"
593,"OPPO A55 (Starry Black, 64 GB)",4,64,50,16,5000 mAh,MediaTek Helio G35 Processor,"₹14,999"
594,"OPPO A52 (Stream White, 128 GB)",8,128,12,16,5000 mAh,Qualcomm Snapdragon 665 Processor,"₹20,990"
595,"OPPO A52 (Twilight Black, 128 GB)",8,128,12,16,5000 mAh,Qualcomm Snapdragon 665 Processor,"₹20,990"
596,"OPPO A53s 5G (Ink Black, 128 GB)",6,128,13,8,5000 mAh,MediaTek Dimensity 700 Processor,"₹15,990"
597,"OPPO A12 (Deep Blue, 64 GB)",4,64,13,5,4230 mAh,MediaTek Helio P35 Processor,"₹10,990"
598,"OPPO A12 (Deep Blue, 32 GB)",3,32,13,5,4230 mAh,MediaTek Helio P35 Processor,"₹9,990"
599,"OPPO A11K (Deep Blue, 32 GB)",2,32,13,5,4230 mAh,MediaTek Helio P35 Octa Core Processor,"₹8,490"
600,"OPPO A76 (Glowing Black, 128 GB)",6,128,13,8,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹16,490"
601,"OPPO F19 (Midnight Blue, 128 GB)",6,128,48,16,5000 mAh,Qualcomm Snapdragon 662 Processor,"₹15,490"
602,"OPPO A11K (Flowing Silver, 32 GB)",2,32,13,5,4230 mAh,MediaTek Helio P35 Octa Core Processor,"₹7,990"
603,"OPPO A53s 5G (Crystal Blue, 128 GB)",6,128,13,8,5000 mAh,MediaTek Dimensity 700 Processor,"₹15,990"
604,"OPPO A1K (Red, 32 GB)",2,32,8,5,4000 mAh,MediaTek Helio P22 Processor,"₹8,590"
605,"OPPO A53 (Mint Cream, 128 GB)",6,128,13,16,5000 mAh,Qualcomm Snapdragon 460 Processor,"₹13,990"
606,"OPPO F19 Pro+ 5G (Space Silver, 128 GB)",8,128,48,16,4310 mAh,MediaTek Dimensity 800U Processor,"₹19,990"
607,"OPPO Reno3 Pro (Sky White, 256 GB)",8,256,64,44,4025 mAh,MediaTek Helio P95 Processor,"₹35,990"
608,"OPPO R17 Pro (Radiant Mist, 128 GB)",8,128,12,25,3700 mAh,SDM710 Processor,"₹49,990"
609,"OPPO Reno3 Pro (Auroral Blue, 128 GB)",8,128,64,44,4025 mAh,MediaTek Helio P95 Processor,"₹32,990"
610,"OPPO Reno3 Pro (Sky White, 128 GB)",8,128,64,44,4025 mAh,MediaTek Helio P95 Processor,"₹32,990"
611,"OPPO F5 (Black, 32 GB)",4,32,16,20,3200 mAh,Mediatek MT6763T Octa Core 2.5 GHz Processor,"₹19,990"
612,"OPPO A 57e (Black, 64 GB)",4,64,13,8,5000 mAh,Mediatek Helio G35 Processor,"₹13,989"
613,"OPPO A5 2020 (Dazzling White, 64 GB)",3,64,12,8,5000 mAh,Qualcomm Snapdragon 665 Processor,"₹14,990"
614,"OPPO A9 (Fluorite Purple, 128 GB)",4,128,16,16,4020 mAh,MTK MT6771V (P70) Processor,"₹16,990"
615,"Google Pixel 6a (Chalk, 128 GB)",6,128,12,8,4410 mAh,Google Tensor Processor,"₹31,999"
616,"Google Pixel 6a (Charcoal, 128 GB)",6,128,12,8,4410 mAh,Google Tensor Processor,"₹31,999"
617,"Google Pixel 7 (Snow, 128 GB)",8,128,50,10,4270 mAh,Google Tensor G2 Processor,"₹56,999"
618,"Google Pixel 7 (Obsidian, 128 GB)",8,128,50,10,4270 mAh,Google Tensor G2 Processor,"₹56,999"
619,"Google Pixel 7 (Lemongrass, 128 GB)",8,128,50,10,4270 mAh,Google Tensor G2 Processor,"₹56,999"
620,"Google Pixel 7a (Charcoal, 128 GB)",8,128,64,13,4300 mAh,Tensor G2 Processor,"₹43,999"
621,"Google Pixel 7a (Sea, 128 GB)",8,128,64,13,4300 mAh,Tensor G2 Processor,"₹43,999"
622,"Google Pixel 7a (Snow, 128 GB)",8,128,64,13,4300 mAh,Tensor G2 Processor,"₹43,999"
623,"Google Pixel 7 Pro (Obsidian, 128 GB)",12,128,50,10,4926 mAh,Google Tensor G2 Processor,"₹84,999"
624,"Google Pixel 7 Pro (Snow, 128 GB)",12,128,50,10,4926 mAh,Google Tensor G2 Processor,"₹84,999"
625,"Google Pixel 7 Pro (Hazel, 128 GB)",12,128,50,10,4926 mAh,Google Tensor G2 Processor,"₹84,999"
626,"Google Pixel 7 Smartphone (Obsidian, 128 GB)",8,128,50,10,4270 mAh,Google Tensor G2 Processor,"₹54,499"
627,"Google Pixel 7 Pro Mobile (Snow, 128 GB)",12,128,50,10,4926 mAh,Google Tensor G2 Processor,"₹79,999"
628,"Google Pixel 7 Smartphone (Snow, 128 GB)",8,128,50,10,4270 mAh,Google Tensor G2 Processor,"₹54,999"
629,"Google Pixel 3 (Not Pink, 128 GB)",4,128,12,8,2915 mAh,Qualcomm Snapdragon 845 64-bit Processor,"₹80,000"
630,"vivo T2x 5G (Aurora Gold, 128 GB)",8,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹15,999"
631,"vivo T2x 5G (Aurora Gold, 128 GB)",6,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹13,999"
632,"vivo T2x 5G (Marine Blue, 128 GB)",8,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹15,999"
633,"vivo T2x 5G (Glimmer Black, 128 GB)",6,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹13,999"
634,"vivo T2x 5G (Glimmer Black, 128 GB)",8,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹15,999"
635,"vivo T2x 5G (Marine Blue, 128 GB)",6,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹13,999"
636,"vivo T2x 5G (Marine Blue, 128 GB)",4,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹12,999"
637,"vivo T2x 5G (Aurora Gold, 128 GB)",4,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹12,999"
638,"vivo T2x 5G (Glimmer Black, 128 GB)",4,128,50,8,5000 mAh,Dimensity 6020 Processor,"₹12,999"
639,"vivo T2 5G (Velocity Wave, 128 GB)",8,128,64,16,4500 mAh,Snapdragon 695 Processor,"₹20,999"
640,"vivo T2 5G (Nitro Blaze, 128 GB)",8,128,64,16,4500 mAh,Snapdragon 695 Processor,"₹20,999"
641,"vivo T2 5G (Velocity Wave, 128 GB)",6,128,64,16,4500 mAh,Snapdragon 695 Processor,"₹18,999"
642,"vivo T2 5G (Nitro Blaze, 128 GB)",6,128,64,16,4500 mAh,Snapdragon 695 Processor,"₹18,999"
643,"vivo T1 44W (Ice Dawn, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹17,999"
644,"vivo T1 44W (Midnight Galaxy, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹17,999"
645,"vivo T1 44W (Ice Dawn, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹15,999"
646,"vivo T1 44W (Midnight Galaxy, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹15,999"
647,"vivo T1 44W (Starry Sky, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹15,999"
648,"vivo T1 44W (Midnight Galaxy, 128 GB)",4,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹14,499"
649,"vivo T1 44W (Starry Sky, 128 GB)",4,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹14,499"
650,"vivo T1 44W (Starry Sky, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹17,999"
651,"vivo V27 5G (Magic Blue, 128 GB)",8,128,50,50,4600 mAh,Mediatek Dimensity 7200 5G Processor,"₹32,999"
652,"vivo V27 5G (Noble Black, 128 GB)",8,128,50,50,4600 mAh,Mediatek Dimensity 7200 5G Processor,"₹32,999"
653,"vivo Y16 (Steller Black, 128 GB)",4,128,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹12,999"
654,"vivo Y16 (Drizzling Gold, 64 GB)",3,64,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹10,499"
655,"vivo Y35 (Dawn Gold, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹16,999"
656,"vivo Y35 (Agate Black, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹16,999"
657,"vivo Y16 (Steller Black, 64 GB)",4,64,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹11,999"
658,"vivo Y16 (Steller Black, 64 GB)",3,64,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹10,999"
659,"vivo Y12G (Phantom Black, 64 GB)",3,64,13,8,5000 mAh,Qualcomm Snapdragon 439 Processor,"₹11,218"
660,"vivo Y16 (Drizzling Gold, 128 GB)",4,128,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹12,999"
661,"vivo V25 5G (Surfing Blue, 256 GB)",12,256,64,50,4500 mAh,Mediatek Dimensity 900 Processor,"₹31,999"
662,"vivo V23 5G (Stardust Black, 256 GB)",12,256,64,50,4200 mAh,Mediatek Dimensity 920 Processor,"₹28,215"
663,"vivo Y16 (Drizzling Gold, 128 GB)",4,128,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹12,868"
664,"vivo Y16 (Drizzling Gold, 64 GB)",4,64,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹11,999"
665,"vivo V25 5G (Surfing Blue, 128 GB)",8,128,64,50,4500 mAh,Mediatek Dimensity 900 Processor,"₹25,990"
666,"vivo V25 5G (Elegant Black, 128 GB)",8,128,64,50,4500 mAh,Mediatek Dimensity 900 Processor,"₹27,999"
667,"vivo Y33s (Midday Dream, 128 GB)",8,128,50,16,5000 mAh,MediaTek Helio G80 Processor,"₹17,899"
668,"vivo Y16 (Stellar Black, 128 GB)",4,128,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹12,890"
669,"vivo V27 5G (Magic Blue, 256 GB)",12,256,50,50,4600 mAh,Mediatek Dimensity 7200 5G Processor,"₹36,999"
670,"vivo Y16 (Steller Black, 32 GB)",3,32,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹10,989"
671,"vivo Y16 (Drizzling Gold, 32 GB)",3,32,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹10,989"
672,"vivo Y56 5G (Black Engine, 128 GB)",8,128,50,16,5000 mAh,Mediatek Dimensity 700 Processor,"₹19,999"
673,"vivo V23 5G (Stardust Black, 128 GB)",8,128,64,50,4200 mAh,Mediatek Dimensity 920 Processor,"₹28,485"
674,"vivo Y1s (Aurora Blue, 32 GB)",3,32,13,5,4030 mAh,MediaTek Helio P35 Processor,"₹9,989"
675,"vivo Y56 5G (Orange Shimmer, 128 GB)",8,128,50,16,5000 mAh,Mediatek Dimensity 700 Processor,"₹19,999"
676,"vivo Y56 5G (Black Engine, 128 GB)",4,128,50,16,5000 mAh,Mediatek Dimensity 700 Processor,"₹17,999"
677,"vivo Y100 5G (Pacific Blue, 128 GB)",8,128,64,16,4500 mAh,Mediatek Dimensity 900 Processor,"₹23,999"
678,"vivo Y100 5G (Twilight Gold, 128 GB)",8,128,64,16,4500 mAh,Mediatek Dimensity 900 Processor,"₹23,999"
679,"vivo T1 Pro 5G (Turbo Black, 128 GB)",8,128,64,16,4700 mAh,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,"₹24,999"
680,"vivo Y73 (Roman Black, 128 GB)",8,128,64,16,4000 mAh,MediaTek Helio G95 Processor,"₹17,690"
681,"vivo V23 5G (Sunshine Gold, 128 GB)",8,128,64,50,4200 mAh,Mediatek Dimensity 920 Processor,"₹31,989"
682,"vivo Y75 (Dancing waves, 128 GB)",8,128,50,44,4050 mAh,Mediatek G96 Processor,"₹19,990"
683,"vivo Y56 5G (Orange Shimmer, 128 GB)",4,128,50,16,5000 mAh,Mediatek Dimensity 700 Processor,"₹17,999"
684,"vivo T1 Pro 5G (Turbo Cyan, 128 GB)",8,128,64,16,4700 mAh,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,"₹24,999"
685,"vivo T1 Pro 5G (Turbo Black, 128 GB)",6,128,64,16,4700 mAh,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,"₹23,999"
686,"vivo Y33s (Mirror Black, 128 GB)",8,128,50,16,5000 mAh,MediaTek Helio G80 Processor,"₹15,999"
687,"vivo X90 (Asteroid Black, 256 GB)",12,256,50,32,4810 mAh,Dimensity 9200 Processor,"₹63,999"
688,"vivo V25 5G (Elegant Black, 256 GB)",12,256,64,50,4500 mAh,Mediatek Dimensity 900 Processor,"₹29,490"
689,"vivo Y100A (Twilight Gold, 256 GB)",8,256,64,16,4500 mAh,Snapdragon 695 Processor,"₹25,999"
690,"vivo Y100A (Metal Black, 256 GB)",8,256,64,16,4500 mAh,Snapdragon 695 Processor,"₹25,999"
691,"vivo Y21G (Diamond Glow, 64 GB)",4,64,13,8,5000 mAh,Mediatek MT6769 Helio G70 Processor,"₹17,990"
692,"vivo X90 (Breeze Blue, 256 GB)",8,256,50,32,4810 mAh,Dimensity 9200 Processor,"₹59,999"
693,"vivo Y21T (Pearl White, 128 GB)",4,128,50,8,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹15,499"
694,"vivo Y73 (Diamond Flare, 128 GB)",8,128,64,16,4000 mAh,MediaTek Helio G95 Processor,"₹19,990"
695,"vivo X90 (Breeze Blue, 256 GB)",12,256,50,32,4810 mAh,Dimensity 9200 Processor,"₹63,999"
696,"vivo V27 Pro 5G (Magic Blue, 256 GB)",12,256,50,50,4600 mAh,Mediatek Dimensity 8200 Processor,"₹42,999"
697,"vivo V25 Pro 5G (Pure Black, 256 GB)",12,256,64,32,4830 mAh,Mediatek Dimensity 1300 Processor,"₹31,185"
698,"vivo X90 (Asteroid Black, 256 GB)",8,256,50,32,4810 mAh,Dimensity 9200 Processor,"₹59,999"
699,"vivo Y21T (Midnight Blue, 128 GB)",4,128,50,8,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹15,499"
700,"vivo V23e 5G (Sunshine Gold, 128 GB)",8,128,50,44,4050 mAh,Mediatek Dimensity 810 Processor,"₹24,990"
701,"vivo T1 Pro 5G (Turbo Cyan, 128 GB)",6,128,64,16,4700 mAh,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,"₹23,999"
702,"vivo Y565G (Orange Shimmer, 128 GB)",8,128,50,16,5000 mAh,MTK Dimensity 700 Processor,"₹19,979"
703,"vivo Y22 (Starlit Blue, 128 GB)",6,128,50,8,5000 mAh,Mediatek Helio G70 Processor,"₹19,990"
704,"vivo V23e 5G (Midnight Blue, 128 GB)",8,128,50,44,4050 mAh,Mediatek Dimensity 810 Processor,"₹24,899"
705,"vivo V25 Pro 5G (Sailing Blue, 256 GB)",12,256,64,32,4830 mAh,Mediatek Dimensity 1300 Processor,"₹33,890"
706,"vivo V25 Pro 5G (Sailing Blue, 128 GB)",8,128,64,32,4830 mAh,Mediatek Dimensity 1300 Processor,"₹35,999"
707,"vivo Y565G (Black Engine, 128 GB)",8,128,50,16,5000 mAh,MTK Dimensity 700 Processor,"₹19,989"
708,"vivo V27 Pro 5G (Noble Black, 256 GB)",8,256,50,50,4600 mAh,Mediatek Dimensity 8200 Processor,"₹39,999"
709,"vivo Y21G (Midnight Blue, 64 GB)",4,64,13,8,5000 mAh,Mediatek MT6769 Helio G70 Processor,"₹13,980"
710,"vivo Y100 5G (Metal Black, 128 GB)",8,128,64,16,4500 mAh,Mediatek Dimensity 900 Processor,"₹25,499"
711,"vivo V25 Pro 5G (Pure Black, 128 GB)",8,128,64,32,4830 mAh,Mediatek Dimensity 1300 Processor,"₹35,999"
712,"vivo V27 5G (Noble Black, 256 GB)",12,256,50,50,4600 mAh,Mediatek Dimensity 7200 5G Processor,"₹36,999"
713,"vivo V27 Pro 5G (Magic Blue, 256 GB)",8,256,50,50,4600 mAh,Mediatek Dimensity 8200 Processor,"₹39,999"
714,"vivo V27 Pro 5G (Magic Blue, 128 GB)",8,128,50,50,4600 mAh,Mediatek Dimensity 8200 Processor,"₹37,999"
715,"vivo V27 Pro 5G (Noble Black, 128 GB)",8,128,50,50,4600 mAh,Mediatek Dimensity 8200 Processor,"₹37,999"
716,"vivo V21 5G (Dusk Blue, 128 GB)",8,128,64,44,4000 mAh,MediaTek Dimensity 800U Processor,"₹27,990"
717,"vivo V21 5G (Sunset Dazzle, 128 GB)",8,128,64,44,4000 mAh,MediaTek Dimensity 800U Processor,"₹27,990"
718,"vivo X90 Pro (Legendary Black, 256 GB)",12,256,50,32,4870 mAh,Dimensity 9200 Processor,"₹84,999"
719,"vivo Y22 (Metaverse Green, 128 GB)",6,128,50,8,5000 mAh,Mediatek Helio G70 Processor,"₹19,990"
720,"vivo Y22 (Metaverse Green, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G70 Processor,"₹17,990"
721,"vivo Y22 (Starlit Blue, 64 GB)",4,64,50,8,5000 mAh,Mediatek Helio G70 Processor,"₹17,990"
722,"vivo T1 5G (Rainbow Fantasy, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 695 Processor,"₹19,990"
